Age,Education,Marital_Status,No of adults,Income,Kidhome,Teenhome,Years joined,Dependency Ratio,Enrollment year,enrollment_Customer,Customer tenure(days),Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Expenditure_2yrs,Avg_Monthly _spend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Engagement score,Campaign2,Complain,Z_CostContact,Z_Revenue,Response
51,Graduation,Single,1,32233,1,0,13,1,2012,8/19/12,4848,26,138,15,35,25,11,72,296,12.33,2,6,2,2,9,4.8,1,0,3,11,1
50,Graduation,Married,2,43057,0,1,12,0.5,2013,10/30/13,4411,30,213,2,44,0,2,5,266,11.08,4,4,2,5,5,5,0,0,3,11,0
65,Master,Together,2,83151,0,0,13,0,2012,10/10/12,4796,93,407,28,100,120,74,18,747,31.13,1,5,9,4,3,3.6,0,0,3,11,0
61,PhD,Divorced,1,78825,0,0,13,0,2012,9/14/12,4822,35,483,74,114,169,37,18,895,37.29,1,5,10,13,3,9,0,0,3,11,1
49,Master,Together,2,65104,0,1,12,0.5,2013,11/14/13,4396,4,738,0,232,13,20,50,1053,43.88,2,3,5,7,7,7,0,0,3,11,0
51,Graduation,Married,2,60093,0,1,12,0.5,2013,6/26/13,4537,92,502,12,109,16,6,90,735,30.63,2,7,2,10,6,8.4,0,0,3,11,0
56,Graduation,Married,2,14045,1,0,11,0.5,2014,1/26/14,4323,24,11,0,5,2,1,1,20,0.83,1,1,0,3,7,4.6,0,0,3,11,0
73,2n Cycle,Widow,1,28457,0,0,13,0,2012,10/28/12,4778,96,24,1,108,29,29,14,205,8.54,1,4,1,4,8,5.6,0,0,3,11,0
67,PhD,Together,2,78952,0,1,13,0.5,2012,9/24/12,4812,11,1170,19,594,99,76,134,2092,87.17,2,2,5,12,6,9.6,0,0,3,11,0
49,Graduation,Divorced,1,46310,1,0,13,1,2012,12/3/12,4742,99,185,2,88,15,5,14,309,12.88,2,6,1,5,8,6.2,0,0,3,11,0
70,Graduation,Together,2,76005,0,0,12,0,2013,2/22/13,4661,72,983,20,389,240,50,40,1722,71.75,1,3,5,13,6,10.2,1,0,3,11,0
61,Master,Single,1,58308,0,1,12,1,2013,1/12/13,4702,77,691,0,69,10,0,130,900,37.50,4,2,6,3,8,5,0,0,3,11,0
81,PhD,Divorced,1,55614,0,0,12,0,2013,11/27/13,4383,85,504,13,131,8,0,26,682,28.42,1,9,4,6,7,6.4,1,0,3,11,0
63,Master,Divorced,1,59432,0,1,12,1,2013,4/13/13,4611,88,317,25,265,25,19,12,663,27.63,3,5,3,11,5,8.6,0,0,3,11,0
47,Graduation,Divorced,1,55563,0,1,11,1,2014,4/5/14,4254,22,29,1,9,2,0,2,43,1.79,1,2,0,3,3,3,0,0,3,11,0
54,PhD,Together,2,78642,0,1,12,0.5,2013,4/21/13,4603,83,1396,0,322,46,35,17,1816,75.67,1,4,9,4,6,4.8,0,0,3,11,0
76,PhD,Together,2,67911,0,1,11,0.5,2014,5/22/14,4207,63,529,0,356,63,28,0,976,40.67,3,6,7,11,3,7.8,0,0,3,11,0
81,Graduation,Married,2,65275,0,0,12,0,2013,4/3/13,4621,9,388,14,218,91,14,21,746,31.08,1,4,3,13,2,8.6,0,0,3,11,0
75,Graduation,Together,2,27203,1,1,13,1,2012,8/6/12,4861,92,13,2,21,4,0,24,64,2.67,2,1,1,2,8,4.4,0,0,3,11,0
64,Master,Together,2,48330,0,1,12,0.5,2013,11/15/13,4395,2,28,0,4,0,0,0,32,1.33,1,1,0,3,5,3.8,0,0,3,11,0
35,Basic,Married,2,24279,0,0,13,0,2012,12/29/12,4716,6,16,36,21,20,62,108,263,10.96,1,4,1,3,8,5,0,0,3,11,0
40,PhD,Married,2,64355,1,0,13,0.5,2012,8/24/12,4843,66,1047,0,140,67,38,153,1445,60.21,2,4,3,12,8,10.4,0,0,3,11,0
69,Master,Together,2,50943,0,1,12,0.5,2013,6/21/13,4542,49,31,0,7,2,0,6,46,1.92,1,1,0,3,5,3.8,0,0,3,11,0
72,Graduation,Widow,1,53653,0,0,13,0,2012,11/7/12,4768,29,815,10,239,28,10,108,1210,50.42,2,10,4,12,6,9.6,0,0,3,11,0
49,Graduation,Married,2,65665,0,1,12,0.5,2013,12/2/13,4378,77,225,162,387,106,36,29,945,39.38,1,5,10,8,3,6,0,0,3,11,0
36,Graduation,Single,1,81217,0,0,12,0,2013,7/19/13,4514,77,493,70,324,146,40,84,1157,48.21,1,3,7,11,1,7,0,0,3,11,0
33,Graduation,Married,2,34935,0,0,12,0,2013,6/21/13,4542,71,34,4,66,3,10,20,137,5.71,1,2,1,4,7,5.2,0,0,3,11,0
66,Graduation,Divorced,1,61250,0,1,13,1,2012,12/16/12,4729,49,382,138,65,60,26,59,730,30.42,6,5,2,12,5,9.2,0,0,3,11,0
44,PhD,Together,2,39665,1,0,12,0.5,2013,5/25/13,4569,97,127,1,56,0,1,31,216,9.00,3,4,2,3,7,4.6,1,0,3,11,0
46,Graduation,Single,1,60152,0,1,12,1,2013,3/28/13,4627,6,325,83,300,86,58,91,943,39.29,1,6,4,12,3,8.4,0,0,3,11,0
61,Graduation,Married,2,48920,0,2,12,1,2013,10/20/13,4421,93,238,17,68,8,10,6,347,14.46,3,6,2,5,7,5.8,1,0,3,11,0
66,Master,Together,2,89120,0,0,11,0,2014,3/17/14,4273,78,1168,92,408,72,129,55,1924,80.17,1,5,6,7,1,4.6,1,0,3,11,0
79,PhD,Together,2,44124,0,1,12,0.5,2013,5/11/13,4583,62,284,0,55,0,6,52,397,16.54,4,6,2,5,8,6.2,0,0,3,11,0
50,Master,Single,1,81169,0,0,12,0,2013,4/14/13,4610,47,1288,20,613,80,61,27,2089,87.04,1,5,7,9,2,6.2,0,0,3,11,0
64,Graduation,Married,2,36443,1,1,12,1,2013,2/3/13,4680,9,65,0,46,4,3,20,138,5.75,4,3,1,3,8,5,0,0,3,11,0
35,Graduation,Single,1,26095,1,0,12,1,2013,6/30/13,4533,77,11,7,9,3,1,11,42,1.75,1,1,0,3,7,4.6,0,0,3,11,0
66,Graduation,Together,2,71367,0,0,12,0,2013,8/23/13,4479,24,227,23,389,42,21,75,777,32.38,1,4,5,7,2,5,0,0,3,11,0
81,Master,Married,2,80184,0,0,11,0,2014,3/1/14,4289,19,1035,134,670,25,38,0,1902,79.25,1,6,3,10,3,7.2,1,0,3,11,0
60,Graduation,Divorced,1,30630,1,1,11,2,2014,1/27/14,4322,67,27,1,12,2,0,10,52,2.17,2,2,0,3,7,4.6,0,0,3,11,0
38,Master,Single,1,73454,0,0,11,0,2014,3/1/14,4289,95,982,73,351,56,14,175,1651,68.79,1,2,4,6,5,5.6,1,0,3,11,0
34,Graduation,Married,2,42691,0,0,12,0,2013,8/16/13,4486,48,179,2,64,38,17,58,358,14.92,1,5,1,6,5,5.6,0,0,3,11,0
72,Graduation,Married,2,70503,0,0,13,0,2012,9/30/12,4806,73,1379,33,216,0,33,66,1727,71.96,1,2,4,9,6,7.8,1,0,3,11,0
38,Graduation,Married,2,25545,1,0,13,0.5,2012,9/8/12,4828,35,32,1,64,16,12,85,210,8.75,3,2,2,3,6,4.2,0,0,3,11,1
39,Graduation,Married,2,32880,1,0,13,0.5,2012,12/4/12,4741,76,8,4,15,7,6,2,42,1.75,1,1,0,3,8,5,0,0,3,11,0
67,PhD,Together,2,77863,0,0,12,0,2013,11/27/13,4383,20,881,38,319,16,25,12,1291,53.79,1,4,5,10,2,6.8,0,0,3,11,0
48,Master,Married,2,50353,0,0,11,0,2014,6/8/14,4190,72,141,15,153,67,31,35,442,18.42,1,4,4,6,3,4.8,0,0,3,11,0
61,Graduation,Single,1,61839,0,0,13,0,2012,8/12/12,4855,20,1000,155,379,224,17,120,1895,78.96,1,4,8,4,8,5.6,0,0,3,11,0
65,PhD,Married,2,49154,1,1,12,1,2013,11/3/13,4407,69,206,10,67,30,27,71,411,17.13,6,4,1,8,6,7.2,0,0,3,11,0
50,2n Cycle,Widow,1,47682,0,1,12,1,2013,2/15/13,4668,80,162,61,83,97,57,61,521,21.71,4,4,3,8,5,6.8,0,0,3,11,0
56,Graduation,Single,1,72679,0,1,12,1,2013,9/18/13,4453,65,619,54,260,127,54,54,1168,48.67,1,4,7,5,1,3.4,0,0,3,11,0
48,Master,Together,2,57954,1,1,11,1,2014,6/18/14,4180,52,456,4,24,0,0,9,493,20.54,7,8,2,6,7,6.4,1,0,3,11,0
63,Graduation,Married,2,65316,1,1,12,1,2013,4/24/13,4600,65,112,6,92,3,9,38,260,10.83,2,3,2,5,4,4.6,0,0,3,11,0
43,Graduation,Single,1,28567,1,0,12,1,2013,6/17/13,4546,57,11,3,22,2,2,6,46,1.92,2,2,0,3,6,4.2,0,0,3,11,0
74,Master,Together,2,47352,0,1,12,0.5,2013,4/11/13,4613,70,172,12,112,8,0,15,319,13.29,4,6,1,5,7,5.8,0,0,3,11,0
58,Graduation,Together,2,44931,0,1,11,0.5,2014,1/18/14,4331,0,78,0,11,0,0,7,96,4.00,1,2,1,3,5,3.8,0,0,3,11,0
58,Graduation,Divorced,1,76982,0,0,11,0,2014,2/15/14,4303,19,464,151,292,65,60,30,1062,44.25,1,8,3,4,4,4,1,0,3,11,1
73,2n Cycle,Together,2,57247,0,1,12,0.5,2013,8/8/13,4494,50,99,4,32,37,54,6,232,9.67,2,2,1,7,2,5,0,0,3,11,0
44,Master,Single,1,22944,1,0,12,1,2013,12/23/13,4357,67,19,3,19,4,5,26,76,3.17,3,3,0,3,7,4.6,0,0,3,11,0
48,2n Cycle,Together,2,25315,1,0,12,0.5,2013,11/7/13,4403,46,1,9,8,11,3,22,54,2.25,3,3,0,3,8,5,0,0,3,11,0
56,Graduation,Widow,1,43638,0,1,13,1,2012,8/6/12,4861,37,63,10,83,7,19,19,201,8.38,2,4,1,4,7,5.2,0,0,3,11,0
41,PhD,Single,1,42710,1,0,13,1,2012,11/28/12,4747,38,252,3,42,4,3,102,406,16.92,2,4,5,3,6,4.2,0,0,3,11,0
43,PhD,Married,2,84169,0,0,12,0,2013,8/7/13,4495,9,1478,19,403,0,19,0,1919,79.96,1,7,6,6,3,4.8,1,0,3,11,1
49,Graduation,Together,2,54058,0,1,12,0.5,2013,6/4/13,4559,56,198,18,252,32,108,54,662,27.58,2,4,6,8,3,6,0,0,3,11,0
35,2n Cycle,Married,2,24683,1,0,11,0.5,2014,3/8/14,4282,98,8,4,10,6,7,6,41,1.71,2,2,0,4,5,4.4,0,0,3,11,0
61,Graduation,Widow,1,85620,0,0,11,0,2014,1/7/14,4342,68,416,46,925,60,107,46,1600,66.67,1,3,6,4,1,2.8,0,0,3,11,1
45,Graduation,Married,2,47850,1,0,12,0.5,2013,12/3/13,4377,72,42,7,43,20,12,10,134,5.58,1,3,0,4,6,4.8,0,0,3,11,0
57,Graduation,Married,2,19514,1,1,11,1,2014,1/26/14,4323,47,14,3,21,2,1,28,69,2.88,4,3,1,2,8,4.4,1,0,3,11,1
52,Master,Married,2,27159,1,1,11,1,2014,3/29/14,4261,33,17,0,3,0,0,1,21,0.88,2,1,0,3,6,4.2,0,0,3,11,0
62,2n Cycle,Single,1,39548,1,1,11,2,2014,3/31/14,4259,87,15,4,10,3,4,18,54,2.25,2,1,1,3,3,3,0,0,3,11,0
36,Graduation,Single,1,21474,1,0,11,1,2014,4/8/14,4251,0,6,16,24,11,0,34,91,3.79,2,3,1,2,7,4,1,0,3,11,1
54,PhD,Single,1,60504,0,1,11,1,2014,2/7/14,4311,73,458,0,24,6,4,34,526,21.92,2,6,2,8,6,7.2,0,0,3,11,0
62,Graduation,Married,2,22419,0,0,12,0,2013,4/18/13,4606,74,30,3,47,19,21,42,162,6.75,1,3,2,2,8,4.4,0,0,3,11,0
76,Master,Married,2,81698,0,0,12,0,2013,11/6/13,4404,4,179,28,520,111,123,47,1008,42.00,1,3,8,13,1,8.2,0,0,3,11,1
73,Graduation,Together,2,43462,1,1,13,1,2012,9/12/12,4824,50,90,17,97,15,6,15,240,10.00,6,4,1,5,8,6.2,0,0,3,11,0
47,PhD,Single,1,54880,1,0,12,1,2013,3/1/13,4654,57,308,85,137,102,45,118,795,33.13,2,6,2,11,5,8.6,0,0,3,11,0
43,Graduation,Married,2,79908,0,0,12,0,2013,4/5/13,4619,30,557,129,761,29,185,111,1772,73.83,1,5,6,7,2,5,1,0,3,11,0
55,2n Cycle,Married,2,15315,0,0,12,0,2013,8/3/13,4499,27,7,4,13,15,8,17,64,2.67,2,2,0,4,5,4.4,0,0,3,11,0
66,Graduation,Together,2,87771,0,1,12,0.5,2013,5/22/13,4572,61,1492,38,287,50,57,33,1957,81.54,1,5,10,4,6,4.8,1,0,3,11,1
47,Graduation,Married,2,33039,1,0,12,0.5,2013,9/9/13,4462,4,30,8,12,8,8,12,78,3.25,1,2,0,4,5,4.4,0,0,3,11,0
45,Graduation,Single,1,81741,0,0,12,0,2013,6/16/13,4547,75,249,153,940,58,134,38,1572,65.50,0,6,6,7,2,5,0,0,3,11,0
54,Master,Together,2,71499,0,1,12,0.5,2013,6/25/13,4538,12,465,25,132,136,0,37,795,33.13,2,8,3,13,4,9.4,0,0,3,11,0
55,2n Cycle,Married,2,62466,0,1,11,0.5,2014,1/15/14,4334,13,129,129,259,168,121,83,889,37.04,5,6,3,12,4,8.8,0,0,3,11,0
62,PhD,Divorced,1,48799,0,1,12,1,2013,11/5/13,4405,9,174,18,81,28,6,24,331,13.79,3,3,2,7,3,5.4,0,0,3,11,0
75,PhD,Together,2,52157,0,1,11,0.5,2014,6/7/14,4191,48,189,2,29,3,2,40,265,11.04,2,3,2,5,4,4.6,0,0,3,11,0
63,Graduation,Single,1,66565,0,1,13,1,2012,12/5/12,4740,80,747,10,161,65,40,42,1065,44.38,4,4,2,9,8,8.6,0,0,3,11,0
74,Master,Together,2,29298,1,1,12,1,2013,9/7/13,4464,60,6,0,2,2,0,1,11,0.46,1,1,0,2,5,3.2,0,0,3,11,0
46,Graduation,Single,1,47691,0,1,12,1,2013,7/5/13,4528,43,14,0,3,0,0,4,21,0.88,1,1,0,2,6,3.6,0,0,3,11,0
55,Graduation,Together,2,38200,1,1,13,1,2012,12/7/12,4738,19,12,0,4,0,0,1,17,0.71,1,1,0,2,7,4,0,0,3,11,0
51,Graduation,Married,2,44989,0,1,13,0.5,2012,9/12/12,4824,26,98,0,106,49,10,106,369,15.38,5,5,1,5,6,5.4,0,0,3,11,0
57,PhD,Married,2,38443,1,1,11,1,2014,1/27/14,4322,58,32,0,5,0,0,1,38,1.58,2,1,0,3,7,4.6,0,0,3,11,0
47,2n Cycle,Single,1,38593,1,0,12,1,2013,9/13/13,4458,42,51,12,49,17,24,24,177,7.38,3,4,1,3,8,5,0,0,3,11,0
55,PhD,Together,2,64413,0,1,12,0.5,2013,8/1/13,4501,27,200,5,44,0,10,20,279,11.63,1,5,1,5,5,5,0,0,3,11,0
44,Master,Married,2,36959,1,0,12,0.5,2013,10/2/13,4439,56,25,6,25,6,0,0,62,2.58,2,2,0,3,8,5,0,0,3,11,0
48,PhD,Married,2,61996,0,1,12,0.5,2013,1/31/13,4683,27,1050,12,144,0,0,24,1230,51.25,3,6,4,8,5,6.8,1,0,3,11,1
57,Graduation,Married,2,51287,1,1,11,1,2014,4/1/14,4258,10,117,0,22,13,0,30,182,7.58,3,4,1,3,7,4.6,0,0,3,11,0
55,Graduation,Married,2,13260,1,1,12,1,2013,8/23/13,4479,48,9,4,17,10,2,7,49,2.04,4,3,0,3,8,5,0,0,3,11,0
59,PhD,Together,2,47472,1,1,12,1,2013,9/16/13,4455,39,56,0,11,0,0,8,75,3.13,2,2,0,4,5,4.4,0,0,3,11,0
69,Master,Together,2,54603,1,1,12,1,2013,7/9/13,4524,85,145,13,46,17,2,4,227,9.46,6,4,2,4,7,5.2,0,0,3,11,0
51,PhD,Married,2,45207,1,1,13,1,2012,11/10/12,4765,64,203,0,10,0,0,2,215,8.96,5,3,1,6,6,6,1,0,3,11,0
74,Graduation,Together,2,40689,0,1,12,0.5,2013,3/18/13,4637,69,270,3,27,39,6,99,444,18.50,7,7,1,5,8,6.2,0,0,3,11,0
58,2n Cycle,Together,2,47821,1,1,12,1,2013,10/20/13,4421,54,9,0,16,6,6,10,47,1.96,1,1,0,3,8,5,0,0,3,11,0
74,Master,Married,2,27450,0,0,12,0,2013,4/15/13,4609,57,37,12,23,8,11,52,143,5.96,1,2,1,3,7,4.6,0,0,3,11,0
42,Graduation,Together,2,39453,1,0,11,0.5,2014,4/3/14,4256,64,46,0,7,0,0,2,55,2.29,2,2,0,3,6,4.2,0,0,3,11,0
54,2n Cycle,Together,2,26850,1,1,11,1,2014,4/18/14,4241,10,31,1,13,7,2,9,63,2.63,4,2,1,4,4,4,0,0,3,11,0
70,Graduation,Widow,1,79800,0,0,13,0,2012,9/23/12,4813,65,1060,21,530,32,0,224,1867,77.79,1,5,11,5,3,4.2,1,0,3,11,1
64,Master,Married,2,61794,0,1,12,0.5,2013,9/14/13,4457,74,264,47,188,54,47,11,611,25.46,2,4,4,10,2,6.8,0,0,3,11,0
70,Graduation,Together,2,53863,0,1,11,0.5,2014,5/17/14,4212,4,399,4,30,6,4,30,473,19.71,3,7,1,7,7,7,1,0,3,11,0
66,Graduation,Together,2,24221,0,0,12,0,2013,8/20/13,4482,94,8,9,9,2,5,22,55,2.29,1,1,1,3,4,3.4,0,0,3,11,0
41,PhD,Single,1,39684,1,0,13,1,2012,10/12/12,4794,41,19,0,35,6,4,17,81,3.38,2,2,1,2,7,4,0,1,3,11,1
50,Master,Married,2,92163,0,0,13,0,2012,12/12/12,4733,25,817,183,797,106,163,20,2086,86.92,0,5,11,5,2,3.8,1,0,3,11,1
60,Master,Single,1,69882,0,0,12,0,2013,11/10/13,4400,94,292,127,635,132,127,165,1478,61.58,1,3,7,9,1,5.8,0,0,3,11,0
48,Graduation,Together,2,33178,1,0,11,0.5,2014,1/30/14,4319,9,12,6,2,11,2,16,49,2.04,1,1,0,3,4,3.4,0,0,3,11,0
53,PhD,Married,2,59973,0,0,12,0,2013,9/11/13,4460,47,130,30,168,20,34,0,382,15.92,1,3,4,7,1,4.6,0,0,3,11,0
50,Master,Together,2,17459,1,0,12,0.5,2013,9/19/13,4452,12,6,4,16,3,10,30,69,2.88,3,3,1,2,7,4,0,0,3,11,1
56,Graduation,Divorced,1,23910,1,0,13,1,2012,10/26/12,4780,80,16,12,18,7,1,13,67,2.79,1,2,0,3,7,4.6,0,0,3,11,0
56,Master,Married,2,42169,1,1,12,1,2013,10/19/13,4422,20,19,0,9,0,0,2,30,1.25,2,1,0,3,8,5,0,0,3,11,0
47,2n Cycle,Married,2,26224,1,0,12,0.5,2013,6/4/13,4559,39,4,7,15,13,9,15,63,2.63,3,2,1,3,6,4.2,0,0,3,11,0
44,Graduation,Together,2,31089,1,0,13,0.5,2012,8/17/12,4850,57,31,3,31,2,8,4,79,3.29,3,3,0,4,8,5.6,0,0,3,11,0
64,Graduation,Single,1,30081,0,1,12,1,2013,2/21/13,4662,27,36,0,2,0,0,4,42,1.75,1,1,0,3,7,4.6,0,0,3,11,0
65,Graduation,Together,2,62807,0,1,13,0.5,2012,8/31/12,4836,83,526,28,135,10,21,99,819,34.13,3,5,3,12,5,9.2,0,0,3,11,0
70,Graduation,Single,1,72906,0,0,12,0,2013,9/17/13,4454,79,400,32,519,71,75,54,1151,47.96,1,3,4,9,1,5.8,0,0,3,11,0
77,PhD,Married,2,61467,0,2,13,1,2012,12/9/12,4736,69,410,16,114,0,5,49,594,24.75,3,5,2,10,5,8,0,0,3,11,0
59,Master,Together,2,49618,1,1,12,1,2013,1/26/13,4688,77,80,3,26,4,2,14,129,5.38,4,3,1,3,7,4.6,0,0,3,11,0
39,Master,Single,1,21888,1,0,13,1,2012,12/29/12,4716,15,88,10,46,2,3,64,213,8.88,4,5,1,2,10,5.2,0,0,3,11,1
52,Graduation,Widow,1,42429,0,1,11,1,2014,2/11/14,4307,99,55,0,6,2,0,4,67,2.79,2,1,1,3,5,3.8,0,0,3,11,0
69,Graduation,Divorced,1,26150,2,1,12,3,2013,3/11/13,4644,61,5,1,13,3,5,1,28,1.17,1,1,0,3,7,4.6,0,0,3,11,0
50,Basic,Married,2,30801,0,1,13,0.5,2012,10/26/12,4780,23,8,4,5,15,2,11,45,1.88,2,1,0,3,7,4.6,0,0,3,11,0
60,Graduation,Married,2,81168,0,0,11,0,2014,5/7/14,4222,84,410,0,592,147,22,22,1193,49.71,1,6,4,7,3,5.4,1,0,3,11,0
56,Master,Single,1,26877,0,0,12,0,2013,8/19/13,4483,74,101,13,76,20,18,40,268,11.17,2,3,1,6,6,6,0,0,3,11,0
81,Master,Widow,1,45006,0,0,12,0,2013,7/18/13,4515,90,162,25,53,16,0,10,266,11.08,1,3,1,7,3,5.4,0,0,3,11,0
52,Basic,Married,2,18978,1,0,13,0.5,2012,12/11/12,4734,41,2,8,1,4,7,15,37,1.54,1,1,0,3,8,5,0,0,3,11,0
58,Graduation,Married,2,22574,2,1,12,1.5,2013,10/28/13,4413,28,25,0,8,2,0,2,37,1.54,2,2,0,3,7,4.6,0,0,3,11,0
56,PhD,Single,1,48240,0,0,13,0,2012,11/9/12,4766,73,389,91,248,64,49,41,882,36.75,3,6,3,13,5,9.8,0,0,3,11,1
51,Graduation,Married,2,45837,1,1,12,1,2013,7/26/13,4507,88,215,13,87,17,17,24,373,15.54,5,6,2,5,7,5.8,0,0,3,11,0
60,Master,Single,1,35791,2,1,12,3,2013,5/6/13,4588,94,27,0,5,0,0,3,35,1.46,2,1,0,3,8,5,0,0,3,11,0
49,PhD,Together,2,162397,1,1,12,1,2013,6/3/13,4560,31,85,1,16,2,1,2,107,4.46,0,0,0,1,1,1,0,0,3,11,0
47,Graduation,Widow,1,54162,1,1,12,2,2013,3/18/13,4637,31,5,6,10,6,5,10,42,1.75,1,1,0,3,4,3.4,0,0,3,11,0
65,Master,Married,2,30522,0,1,13,0.5,2012,8/17/12,4850,6,179,8,83,19,11,26,326,13.58,5,1,2,9,2,6.2,0,0,3,11,0
64,PhD,Married,2,54456,0,1,12,0.5,2013,7/11/13,4522,23,352,0,27,10,0,15,404,16.83,3,6,1,7,6,6.6,0,0,3,11,0
54,Graduation,Single,1,31632,0,0,12,0,2013,7/14/13,4519,92,17,8,12,11,15,32,95,3.96,1,2,1,2,7,4,0,0,3,11,0
76,Graduation,Widow,1,72298,0,0,11,0,2014,3/10/14,4280,52,625,35,169,58,17,35,939,39.13,1,4,3,6,1,4,1,0,3,11,0
47,2n Cycle,Single,1,36975,1,0,12,1,2013,12/28/13,4352,50,10,6,11,0,4,2,33,1.38,1,1,0,3,7,4.6,0,0,3,11,0
70,2n Cycle,Married,2,72635,0,0,12,0,2013,6/3/13,4560,54,390,22,323,104,35,107,981,40.88,1,6,8,6,3,4.8,1,0,3,11,0
49,Graduation,Married,2,13624,1,0,12,0.5,2013,1/20/13,4694,93,10,2,15,2,1,6,36,1.50,2,2,0,3,6,4.2,0,0,3,11,0
50,Graduation,Single,1,84196,0,1,12,1,2013,6/3/13,4560,56,215,63,507,231,31,190,1237,51.54,1,8,4,7,3,5.4,0,0,3,11,0
65,Graduation,Together,2,70971,0,1,13,0.5,2012,9/21/12,4815,28,1001,17,572,93,125,17,1825,76.04,7,11,11,5,7,5.8,0,0,3,11,1
48,PhD,Divorced,1,34487,1,1,13,2,2012,9/6/12,4830,94,19,18,33,24,1,8,103,4.29,3,3,0,3,9,5.4,0,0,3,11,0
48,Graduation,Single,1,28769,1,0,13,1,2012,12/18/12,4727,76,41,5,129,10,3,3,191,7.96,3,4,1,4,9,6,0,0,3,11,0
55,PhD,Married,2,69084,1,0,12,0.5,2013,11/19/13,4391,43,1181,107,199,39,30,30,1586,66.08,2,7,3,13,8,11,0,0,3,11,0
67,PhD,Together,2,65488,0,0,11,0,2014,6/13/14,4185,46,603,45,207,36,18,54,963,40.13,1,3,4,6,1,4,0,0,3,11,0
55,2n Cycle,Married,2,62466,0,1,11,0.5,2014,1/15/14,4334,13,129,129,259,168,121,83,889,37.04,5,6,3,12,4,8.8,0,0,3,11,0
65,2n Cycle,Single,1,32218,0,0,11,0,2014,2/15/14,4303,27,10,24,15,13,1,30,93,3.88,1,2,1,3,7,4.6,1,0,3,11,1
52,Graduation,Single,1,83917,0,0,12,0,2013,4/18/13,4606,12,514,22,732,42,198,79,1587,66.13,1,6,7,7,3,5.4,0,0,3,11,1
63,Graduation,Divorced,1,46102,2,1,11,3,2014,3/10/14,4280,3,14,0,1,0,0,1,16,0.67,1,1,0,2,7,4,0,0,3,11,0
73,Graduation,Single,1,84574,0,0,12,0,2013,6/4/13,4559,72,387,20,713,38,54,163,1375,57.29,1,9,11,11,5,8.6,0,0,3,11,0
63,Graduation,Married,2,56181,0,1,12,0.5,2013,1/8/13,4706,6,121,103,69,8,44,48,393,16.38,1,4,2,7,4,5.8,0,0,3,11,0
75,Master,Divorced,1,63120,0,1,13,1,2012,9/28/12,4808,53,965,69,279,54,41,69,1477,61.54,5,8,4,9,7,8.2,0,0,3,11,1
54,Graduation,Married,2,73691,0,1,12,0.5,2013,11/6/13,4404,58,707,21,250,85,43,73,1179,49.13,2,6,2,8,2,5.6,1,0,3,11,0
65,Graduation,Together,2,63381,0,1,13,0.5,2012,10/5/12,4801,78,571,50,142,33,50,159,1005,41.88,4,4,5,13,2,8.6,0,0,3,11,0
77,PhD,Together,2,76140,0,0,11,0,2014,5/13/14,4216,57,586,66,653,17,0,26,1348,56.17,1,5,9,6,2,4.4,0,0,3,11,0
66,PhD,Divorced,1,62859,0,1,13,1,2012,12/30/12,4715,37,1063,89,102,16,12,25,1307,54.46,4,9,4,6,6,6,0,0,3,11,0
61,Graduation,Single,1,45906,0,1,12,1,2013,5/7/13,4587,20,305,3,27,4,3,144,486,20.25,2,5,4,4,5,4.4,1,0,3,11,0
78,Master,Together,2,77632,0,0,12,0,2013,3/10/13,4645,73,1200,105,758,0,42,147,2252,93.83,1,4,2,6,2,4.4,1,0,3,11,1
54,PhD,Married,2,46463,1,1,12,1,2013,8/18/13,4484,56,163,2,40,8,11,11,235,9.79,7,3,1,6,6,6,0,0,3,11,0
55,Graduation,Together,2,105471,0,0,12,0,2013,1/21/13,4693,36,1009,181,104,202,21,207,1724,71.83,0,9,8,13,3,9,1,0,3,11,1
55,Master,Divorced,1,55282,1,0,12,1,2013,12/13/13,4367,9,125,6,73,8,4,19,235,9.79,1,3,1,6,4,5.2,0,0,3,11,0
48,Master,Married,2,78710,0,1,11,0.5,2014,5/23/14,4206,42,721,0,152,119,50,50,1092,45.50,3,7,6,12,4,8.8,0,0,3,11,0
67,Graduation,Together,2,66886,0,1,12,0.5,2013,9/16/13,4455,28,315,4,62,41,31,146,599,24.96,2,7,1,7,5,6.2,0,0,3,11,0
65,Master,Single,1,98777,0,0,11,0,2014,2/17/14,4301,23,1000,19,711,125,115,38,2008,83.67,0,4,6,9,1,5.8,1,0,3,11,0
40,Graduation,Together,2,29103,1,0,13,0.5,2012,8/27/12,4840,38,16,0,17,6,3,6,48,2.00,2,1,0,3,9,5.4,0,0,3,11,0
51,Graduation,Married,2,67445,0,1,13,0.5,2012,8/12/12,4855,63,757,80,217,29,80,11,1174,48.92,5,9,6,12,6,9.6,0,0,3,11,0
75,PhD,Together,2,50616,0,1,11,0.5,2014,4/13/14,4246,71,30,2,25,0,1,9,67,2.79,1,1,1,4,2,3.2,0,0,3,11,0
70,Graduation,Divorced,1,49431,0,1,13,1,2012,8/3/12,4864,9,219,3,100,26,0,17,365,15.21,2,7,1,5,8,6.2,0,0,3,11,0
